0.612853;0.000000
0.612853;0.000000
0.612853;0.000000
0.612853;0.000000
0.612853;0.000000
0.612853;0.000000
0.612853;0.000000
0.612853;0.008226
0.612853;0.016137
0.612853;0.024170
0.612853;0.031894
0.612853;0.039962
0.612853;0.047720
0.612853;0.055393
0.612853;0.063519
0.612853;0.071333
0.612853;0.079593
0.612853;0.088070
0.612853;0.096863
0.612853;0.105317
0.612853;0.114621
0.612853;0.123567
0.612853;0.133665
0.612853;0.143374
0.612853;0.153351
0.612853;0.163799
0.612853;0.175769
0.612853;0.187277
0.612853;0.199198
0.612853;0.212370
0.612853;0.225035
0.612853;0.238068
0.612853;0.252202
0.612853;0.265793
0.612853;0.280356
0.612853;0.295108
0.612853;0.310039
0.612853;0.324397
0.612853;0.338843
0.612853;0.354123
0.612853;0.369349
0.612853;0.383989
0.612853;0.399242
0.612853;0.413908
0.612853;0.428971
0.612853;0.443882
0.612853;0.458648
0.612853;0.472845
0.612853;0.487351
0.612853;0.501299
0.612853;0.515138
0.612853;0.528445
0.612853;0.541133
0.612853;0.553333
0.612853;0.565063
0.612853;0.576343
0.612853;0.587189
0.612853;0.597617
0.612853;0.607538
0.612853;0.616970
0.612853;0.625826
0.612853;0.634235
0.612853;0.642320
0.612853;0.649453
0.612853;0.655991
0.920392;0.662277
0.920392;0.667574
0.920392;0.672668
0.920392;0.677031
0.920392;0.680799
0.920392;0.684102
0.920392;0.686957
0.920392;0.689168
0.920392;0.690866
0.920392;0.692286
0.920392;0.693117
0.920392;0.693702
0.920392;0.693944
0.920392;0.693857
0.920392;0.693559
0.920392;0.693272
0.920392;0.692783
0.920392;0.692313
0.920392;0.691647
0.920392;0.691007
0.920392;0.690284
0.920392;0.689697
0.920392;0.689131
0.920392;0.689015
0.920392;0.689010
0.920392;0.689433
0.920392;0.689839
0.920392;0.690978
0.920392;0.692073
0.920392;0.694194
0.920392;0.696768
0.920392;0.699884
0.920392;0.703627
0.920392;0.707227
0.920392;0.711436
0.920392;0.716018
0.920392;0.722667
0.920392;0.729060
0.920392;0.737237
0.920392;0.745100
0.920392;0.754583
0.920392;0.763702
0.920392;0.774286
0.920392;0.785424
0.920392;0.796135
0.920392;0.808356
0.920392;0.821069
0.920392;0.834147
0.920392;0.847577
0.920392;0.861239
0.920392;0.875123
0.920392;0.889221
0.920392;0.903097
0.920392;0.916546
0.920392;0.929799
0.920392;0.942542
0.920392;0.955328
0.920392;0.967730
0.920392;0.979762
0.920392;0.991652
0.920392;1.003297
0.920392;1.014923
0.920392;1.025994
0.920392;1.036640
0.920392;1.046769
1.236531;1.055867
1.236531;1.064616
1.236531;1.072815
1.236531;1.080484
1.236531;1.087431
1.236531;1.094111
1.236531;1.100000
1.236531;1.105342
1.236531;1.110479
1.236531;1.114776
1.236531;1.118588
1.236531;1.122254
1.236531;1.125565
1.236531;1.128427
1.236531;1.130967
1.236531;1.133408
1.236531;1.135542
