actual,proposed
0.30000463128089905,0.2067343145608902
0.30300432443618774,0.20722681283950806
0.30600404739379883,0.2074822038412094
0.30750390887260437,0.20772677659988403
0.3090038001537323,0.20820677280426025
0.15276455879211426,0.20601917803287506
0.15529286861419678,0.2038542628288269
0.15776026248931885,0.19959481060504913
0.15519747138023376,0.19740009307861328
0.1531791090965271,0.19529519975185394
0.1467219442129135,0.19322335720062256
0.13588865101337433,0.18888749182224274
0.11864502727985382,0.18661998212337494
0.10351292043924332,0.18429209291934967
0.0841178223490715,0.1795097142457962
0.05006934329867363,0.17443209886550903
0.003488851711153984,0.16886650025844574
0.0,0.1660645455121994
0.0,0.16311125457286835
0.0,0.156404048204422
0.0,0.15300768613815308
0.0,0.1492035835981369
0.0,0.1417989879846573
0.0,0.13377389311790466
0.0,0.12954379618167877
0.0,0.1252729892730713
0.0,0.1166839748620987
0.0,0.1124655157327652
0.0,0.10798025876283646
0.0,0.10351016372442245
0.0,0.09921371936798096
0.0,0.09040050953626633
0.0,0.0859563797712326
0.0,0.08155006915330887
0.0,0.07297756522893906
0.0,0.06453847140073776
0.0,0.0604250431060791
0.0,0.056467749178409576
0.0,0.04905424639582634
0.0,0.04555381461977959
0.0,0.042184799909591675
0.0,0.03581845760345459
0.0,0.03284448757767677
0.0,0.030013205483555794
0.0,0.027351420372724533
0.0,0.02482013590633869
0.0,0.02238314598798752
0.0,0.020227624103426933
0.0,0.01824960485100746
0.0,0.10872555524110794
0.0,0.10726775974035263
0.00997406430542469,0.10580918192863464
0.022319070994853973,0.10460302233695984
0.043141577392816544,0.10356325656175613
0.05925390496850014,0.10268066823482513
0.075090691447258,0.1019049733877182
0.09938178211450577,0.10135691612958908
0.11894083023071289,0.10094115138053894
0.1294858455657959,0.10060743987560272
0.15294551849365234,0.10043029487133026
0.1629919409751892,0.10033996403217316
0.17725719511508942,0.10035677254199982
0.19132819771766663,0.10047313570976257
0.20085477828979492,0.10065363347530365
0.20590564608573914,0.10083512216806412
0.2109055519104004,0.10107421875
0.22021591663360596,0.1015908345580101
0.2207016497850418,0.10188136994838715
0.2260282337665558,0.10218337178230286
0.22215233743190765,0.1024537980556488
0.21835651993751526,0.10271439701318741
0.20591920614242554,0.10284252464771271
0.20239366590976715,0.10293624550104141
0.1858556866645813,0.10287103801965714
0.1577950268983841,0.10262289643287659
0.13753558695316315,0.10238419473171234
0.11754992604255676,0.10184405744075775
0.09782540798187256,0.10115570574998856
0.07399089634418488,0.10031301528215408
0.04609508067369461,0.09828059375286102
0.018543172627687454,0.09709925204515457
3.7017241993453354e-05,0.0958075150847435
0.0,0.0920495018362999
0.0,0.087381511926651
0.0,0.08192984759807587
0.0,0.07881493121385574
0.0,0.07236245274543762
0.0,0.06874155253171921
0.0,0.06496735662221909
0.0,0.06107785925269127
0.0,0.057078275829553604
0.0,0.053003184497356415
0.0,0.048856355249881744
0.0,0.04463934153318405
0.0,0.040483567863702774
0.0,0.03645036742091179
0.0,0.028639623895287514
0.0,0.021050147712230682
0.0,0.017415426671504974
0.0,0.010292433202266693
0.0,0.006768752820789814
0.0,0.00016645723371766508
0.0,0.0
0.0,0.08676190674304962
0.0,0.08212397247552872
0.0,0.0801028311252594
0.0,0.0781550481915474
0.0,0.07644304633140564
0.0,0.07489265501499176
0.0,0.07340219616889954
0.0,0.07216041535139084
0.0,0.0700121521949768
0.0,0.06906235963106155
0.0,0.06824549287557602
0.0,0.06752600520849228
0.0,0.06683629751205444
0.004526791628450155,0.06572603434324265
0.024763567373156548,0.06536247581243515
0.030275912955403328,0.06474534422159195
0.036721475422382355,0.06445398181676865
0.037659935653209686,0.06397117674350739
0.04817967116832733,0.06374738365411758
0.05328323692083359,0.06359653174877167
0.06266822665929794,0.06344331055879593
0.050709523260593414,0.06330564618110657
0.03832881897687912,0.06307901442050934
0.030473140999674797,0.06280127912759781
0.027074240148067474,0.06249956041574478
0.019349420443177223,0.06180813908576965
0.012827565893530846,0.06142767518758774
0.013964492827653885,0.061049360781908035
0.006347143556922674,0.06062803417444229
0.0031744157895445824,0.060188911855220795
2.2924399672774598e-05,0.05973794311285019
0.0,0.05927327275276184
0.0,0.05876237526535988
0.0,0.057735055685043335
0.0,0.05716342478990555
0.24316257238388062,0.05659998208284378
0.24158048629760742,0.1572244018316269
0.240006223320961,0.15631158649921417
0.2412363886833191,0.15585559606552124
0.23962022364139557,0.15541188418865204
0.23801171779632568,0.1544707715511322
0.23481501638889313,0.1540248543024063
0.2332252711057663,0.15350519120693207
0.23164063692092896,0.15297876298427582
0.22570110857486725,0.15247756242752075
0.21546685695648193,0.1519564539194107
0.2053537666797638,0.15058591961860657
0.18110856413841248,0.14973026514053345
0.16702581942081451,0.14878319203853607
0.15309925377368927,0.14787693321704865
0.13932135701179504,0.14566922187805176
0.10352461785078049,0.14317616820335388
0.06416923552751541,0.14017802476882935
0.012577012181282043,0.13850411772727966
0.0,0.13635602593421936
0.0,0.13409575819969177
0.0,0.13165871798992157
0.0,0.1290973722934723
0.0,0.1262909471988678
0.0,0.12076165527105331
0.0,0.11776000261306763
0.0,0.11464107781648636
0.0,0.11135975271463394
0.0,0.10791300982236862
0.0,0.10071723163127899
0.0,0.093260757625103
0.0,0.08526672422885895
0.0,0.07710743695497513
0.0,0.07306408137083054
0.0,0.06901215016841888
0.0,0.16703632473945618
0.0,0.16302913427352905
0.0,0.1554299294948578
0.0,0.14827828109264374
0.0,0.14164027571678162
0.0,0.13843931257724762
0.0,0.13531731069087982
0.0,0.13229019939899445
0.0,0.12937697768211365
0.0,0.12408561259508133
0.0,0.1216239407658577
0.0,0.1192435622215271
0.0,0.11471807956695557
0.0,0.11258764564990997
0.0,0.11049621552228928
0.0,0.10850002616643906
0.0,0.1065361276268959
0.0,0.10259661823511124
0.0,0.1006740853190422
0.0,0.0970509871840477
0.0,0.09527786821126938
0.0,0.09352598339319229
0.09990354627370834,0.09171651303768158
0.0964675024151802,0.17596890032291412
0.10171008110046387,0.17428776621818542
0.10679329186677933,0.1711599975824356
0.11220724880695343,0.16964703798294067
0.11254680156707764,0.16824021935462952
0.1171669065952301,0.16543275117874146
0.11734601855278015,0.16410072147846222
0.12169082462787628,0.16278138756752014
0.11719101667404175,0.16153429448604584
0.11269049346446991,0.1602330505847931
0.10382921248674393,0.15886519849300385
0.0993848368525505,0.15750569105148315
0.09493425488471985,0.1561930626630783
0.0861181765794754,0.15488582849502563
0.07735525071620941,0.15348748862743378
0.06864213943481445,0.1520511358976364
0.05561661347746849,0.15059861540794373
0.04269520938396454,0.1490716189146042
0.029871657490730286,0.14748957753181458
0.021500252187252045,0.1441410928964615
0.013155543245375156,0.14243167638778687
0.18126925826072693,0.1406843364238739
0.17852817475795746,0.22287984192371368
0.17804427444934845,0.22113992273807526
0.17546765506267548,0.21940696239471436
0.17300528287887573,0.2175818383693695
0.15865902602672577,0.21565836668014526
0.14754478633403778,0.21370086073875427
0.13648511469364166,0.21169744431972504
0.12547548115253448,0.20964255928993225
0.11015394330024719,0.20755143463611603
0.09057701379060745,0.2030993402004242
0.0648445338010788,0.1984105110168457
0.030735261738300323,0.19593501091003418
0.016003474593162537,0.1934041976928711
0.00569842429831624,0.1908073127269745
0.0,0.1881832480430603
0.0,0.185508593916893
0.0,0.18281172215938568
0.0,0.18008917570114136
0.0,0.1773463636636734
0.0,0.17455115914344788
0.0,0.17170824110507965
0.0,0.1688438206911087
0.0,0.1659364104270935
0.0,0.16622115671634674
0.0,0.1632165014743805
0.0,0.16019678115844727
0.0,0.15717190504074097
0.0,0.15409788489341736
0.0,0.1479600965976715
0.0,0.14489589631557465
0.0,0.14181755483150482
0.0,0.13563139736652374
0.0,0.12956863641738892
0.0,0.12371241301298141
0.0,0.11823377013206482
0.0,0.11552096158266068
0.0,0.11282017827033997
0.0,0.11030283570289612
0.0,0.10790864378213882
0.0,0.10320606082677841
0.0,0.10087879747152328
0.0,0.09860605001449585
0.0,0.09416455030441284
0.0,0.09207376837730408
0.0,0.09004756063222885
0.0,0.08807586878538132
0.0,0.08614486455917358
0.0,0.08240596950054169
0.0,0.07869359105825424
0.0,0.07516138255596161
0.0,0.07343627512454987
0.0,0.07176607847213745
0.0,0.06855820119380951
0.0,0.06552327424287796
0.0,0.06405860185623169
0.0,0.06268204003572464
0.0,0.06004560738801956
0.0,0.05878540873527527
0.0,0.0575079582631588
0.0,0.05496663227677345
0.0,0.052390456199645996
0.0,0.05112547427415848
0.0,0.04997007176280022
0.0,0.048859935253858566
0.0,0.047757767140865326
0.0,0.046727634966373444
0.0,0.045735571533441544
0.0,0.04388940706849098
0.0,0.04217642545700073
0.0,0.041345927864313126
0.0,0.04055319353938103
0.0,0.03898332267999649
0.0,0.03827139735221863
0.0,0.03764960542321205
0.0,0.03701511397957802
0.0,0.036409828811883926
0.0,0.03525623306632042
0.0,0.034741733223199844
0.0,0.03427653759717941
0.0,0.03346161171793938
0.0,0.03310565650463104
0.0,0.03276388719677925
0.0,0.032461535185575485
0.0,0.03220568597316742
0.0,0.03195639327168465
0.0,0.03171415999531746
0.0,0.03119261935353279
0.0,0.030943769961595535
0.0,0.030735164880752563
0.0,0.030499404296278954
0.0,0.03027295507490635
0.0,0.02984120510518551
0.0,0.029631920158863068
0.0,0.02943366765975952
0.0,0.029272781684994698
0.0,0.02911471761763096
0.0,0.02896248549222946
0.0,0.028734488412737846
0.0,0.028585132211446762
0.0,0.02848542109131813
0.0,0.028413932770490646
0.0,0.02837580442428589
0.0,0.028401846066117287
0.0,0.02860499732196331
0.0,0.028850845992565155
0.0,0.028979312628507614
0.0,0.02913629449903965
0.0,0.029490603134036064
0.0,0.02968759462237358
0.0,0.029873572289943695
0.0,0.030086053535342216
0.0,0.030256198719143867
0.0,0.030482327565550804
0.0,0.03069857880473137
0.0,0.031138047575950623
0.0,0.031391605734825134
0.0,0.031602006405591965
0.0,0.03180355578660965
0.0,0.031995683908462524
0.0,0.03224416822195053
0.0,0.03248206153512001
0.0,0.03277565911412239
0.0,0.03342065215110779
0.0,0.03377055004239082
0.0,0.03410739451646805
0.0,0.03443078696727753
0.0,0.034772470593452454
0.0,0.035133250057697296
0.0,0.03548000007867813
0.0,0.0358441025018692
0.0,0.03625813499093056
0.0,0.03668766841292381
0.0,0.03710128739476204
0.0,0.03743356093764305
0.0,0.037720851600170135
0.0,0.038028959184885025
0.0,0.03832508623600006
0.0,0.03860846161842346
0.0,0.03888117894530296
0.0,0.039110466837882996
0.0,0.03933066129684448
0.0,0.039573609828948975
0.0,0.039839740842580795
0.0,0.04008878394961357
0.0,0.04040371626615524
0.0,0.04076134413480759
0.0,0.04111173376441002
0.0,0.04141298308968544
0.0,0.041668832302093506
0.0,0.04191722720861435
0.0,0.04225442185997963
0.0,0.04238183796405792
0.0,0.042535122483968735
0.0,0.04268442094326019
0.0,0.04285639151930809
0.0,0.04305718466639519
0.0,0.04324721917510033
0.0,0.043397124856710434
0.0,0.043672312051057816
0.034712374210357666,0.044031400233507156
0.042439479380846024,0.04447001591324806
0.04572610557079315,0.044960834085941315
0.040277235209941864,0.0459146611392498
0.029749134555459023,0.046283770352602005
0.04203343018889427,0.04663887992501259
0.04980923980474472,0.047075606882572174
0.053143613040447235,0.04756138473749161
0.05210097134113312,0.048060957342386246
0.05546088144183159,0.04854299873113632
0.05880187451839447,0.049036432057619095
0.06212584301829338,0.04954548180103302
0.0523567870259285,0.050065167248249054
0.05147133022546768,0.05050251632928848
0.05498243495821953,0.05132906883955002
0.044619932770729065,0.05171755701303482
0.04394059255719185,0.05206160247325897
0.03893176466226578,0.05239192768931389
0.03401174023747444,0.05267774686217308
0.024817639961838722,0.053154636174440384
0.011207487434148788,0.05325132980942726
0.006718310993164778,0.05333913117647171
0.0,0.05330054089426994
0.0,0.05319920554757118
0.0,0.053069520741701126
0.0,0.05288039147853851
0.0,0.05260198190808296
0.0,0.052269596606492996
0.0,0.0519174225628376
0.0,0.05154616758227348
0.0,0.051156483590602875
0.0,0.0507487878203392
0.0,0.050292301923036575
0.0,0.04975615441799164
0.0,0.049141284078359604
0.0,0.04845749959349632
0.0,0.04769819974899292
0.0,0.046938542276620865
0.0,0.046166978776454926
0.0,0.04459065571427345
0.0,0.04385590925812721
0.0,0.043040674179792404
0.0,0.042191240936517715
0.0,0.041313931345939636
0.0,0.03952125087380409
0.0,0.03863981366157532
0.0,0.03776022791862488
0.0,0.03609578311443329
0.0,0.03533835709095001
0.0,0.03461131826043129
0.0,0.03329449146986008
0.0,0.03266336768865585
0.0,0.03206898272037506
0.0,0.03144590184092522
0.0,0.030866796150803566
0.0,0.02968205325305462
0.0,0.029122933745384216
0.0,0.02806011773645878
0.0,0.027523530647158623
0.0,0.026382559910416603
0.0,0.02580961026251316
0.0,0.025254549458622932
0.0,0.024725239723920822
0.0,0.024263402447104454
0.0,0.023869380354881287
0.0,0.023435786366462708
0.0,0.0230353232473135
0.0,0.022262457758188248
0.0,0.021786686033010483
0.0,0.021410072222352028
0.0,0.021100964397192
0.0,0.020805517211556435
0.0,0.020544391125440598
0.0,0.02033155970275402
0.0,0.020148785784840584
0.0,0.019749220460653305
0.0,0.019581273198127747
0.0,0.019402140751481056
0.0,0.019343357533216476
0.0,0.019354218617081642
0.0,0.019456474110484123
0.0,0.01970294490456581
0.0,0.019911672919988632
0.0,0.020150769501924515
0.0,0.020345527678728104
0.0,0.02053069695830345
0.0,0.02073449268937111
0.0,0.020968064665794373
0.0,0.021397504955530167
0.0,0.021566864103078842
0.0,0.021761588752269745
0.0,0.02224801294505596
0.0,0.022570161148905754
0.0,0.023007351905107498
0.0,0.023561064153909683
0.0,0.02408575639128685
0.0,0.024819988757371902
0.0,0.025517314672470093
0.0,0.027225906029343605
0.07433285564184189,0.02821780927479267
0.0764719769358635,0.029202142730355263
0.08735580742359161,0.030254362151026726
0.10250319540500641,0.03139179199934006
0.1087823435664177,0.03254631906747818
0.11068019270896912,0.0336916446685791
0.12133555859327316,0.03478766605257988
0.12319118529558182,0.03598225116729736
0.1294489949941635,0.037189364433288574
0.13568836450576782,0.03841499239206314
0.1331927627325058,0.03959457576274872
0.13080254197120667,0.04072988033294678
0.1328723132610321,0.04293715953826904
0.13706238567829132,0.044042617082595825
0.1305254101753235,0.04507513344287872
0.12414328008890152,0.04606727138161659
0.1179099753499031,0.046992942690849304
0.11181861162185669,0.04785074293613434
0.10586366802453995,0.048644088208675385
0.09568043053150177,0.04995420202612877
0.06720569729804993,0.05079104006290436
0.04394052177667618,0.05112193897366524
0.03041752427816391,0.05124795436859131
0.017096206545829773,0.0513899065554142
0.0,0.05131344124674797
0.0,0.05111146345734596
0.0,0.050540611147880554
0.0,0.049982473254203796
0.0,0.049252334982156754
0.0,0.04838867485523224
0.0,0.047428593039512634
0.0,0.04548528417944908
0.0,0.043305903673172
0.0,0.04211563989520073
0.0,0.04097054898738861
0.0,0.039803117513656616
0.0,0.03759294003248215
0.0,0.0365765318274498
0.0,0.03566991165280342
0.0,0.03482582047581673
0.0,0.033285580575466156
0.0,0.03197210282087326
0.0,0.03146449476480484
0.0,0.030475597828626633
0.0,0.02961036190390587
0.0,0.029248984530568123
0.0,0.028413614258170128
0.0,0.028016673400998116
0.0,0.027392936870455742
0.0,0.02706270106136799
0.0,0.026743995025753975
0.0,0.02637307718396187
0.0,0.025949401780962944
0.0,0.025540510192513466
0.0,0.025146877393126488
0.0,0.024764204397797585
0.0,0.024364300072193146
0.0,0.023978330194950104
0.0,0.023180196061730385
0.0,0.022864891216158867
0.0,0.0225607231259346
0.0,0.02226642519235611
0.0,0.02198190800845623
0.0,0.021769508719444275
0.0,0.021628983318805695
0.0,0.021485211327672005
0.0,0.021510586142539978
0.0,0.021533766761422157
0.0,0.021619422361254692
0.0,0.021764105185866356
0.0,0.02190258353948593
0.0,0.0220672395080328
0.0,0.02219231054186821
0.0,0.022310269996523857
0.0,0.022485816851258278
0.0,0.022656530141830444
0.0,0.022816689684987068
0.0,0.022970808669924736
0.0,0.02311883680522442
0.0,0.023386260494589806
0.0,0.02370770089328289
0.0,0.02414507418870926
0.0,0.02469349466264248
0.0,0.025314701721072197
0.0,0.026009684428572655
0.0,0.026772690936923027
0.05735292285680771,0.027507614344358444
0.06851090490818024,0.028405021876096725
0.07520212233066559,0.029333652928471565
0.07749313861131668,0.030258672311902046
0.09288216382265091,0.03127598389983177
0.1037522628903389,0.03225545957684517
0.11017131805419922,0.034418147057294846
0.11857152730226517,0.035534463822841644
0.1293351948261261,0.03660903871059418
0.131296306848526,0.037771325558423996
0.133297860622406,0.038921840488910675
0.13969850540161133,0.040093112736940384
0.1417182832956314,0.041252996772527695
0.15249602496623993,0.04246526211500168
0.15447445213794708,0.04481888934969902
0.14984267950057983,0.04592999815940857
0.14770986139774323,0.04699975252151489
0.14567187428474426,0.0480295866727829
0.1480841338634491,0.050038766115903854
0.12265827506780624,0.05082739144563675
0.10812894254922867,0.051490381360054016
0.09820716083049774,0.05206478014588356
0.08410287648439407,0.05296147242188454
0.043496787548065186,0.05309677869081497
0.025873618200421333,0.05309850722551346
0.012862449511885643,0.053004201501607895
0.0,0.0527852401137352
0.0,0.05251038819551468
0.0,0.05214980989694595
0.0,0.05167428031563759
0.0,0.05112037807703018
0.0,0.05052295699715614
0.0,0.04994779825210571
0.0,0.04920153692364693
0.0,0.04838676378130913
0.0,0.04750596731901169
0.0,0.04659367725253105
0.0,0.04561886191368103
0.0,0.044583845883607864
0.0,0.04352296516299248
0.0,0.04246906936168671
0.0,0.04142193868756294
0.0,0.04034947603940964
0.0,0.039316412061452866
0.0,0.03717347979545593
0.0,0.03612833470106125
0.0,0.035089414566755295
0.0,0.033156923949718475
0.0,0.031360968947410583
0.0,0.02966095320880413
0.0,0.02888961136341095
0.0,0.027395635843276978
0.0,0.026671988889575005
0.0,0.025973254814743996
0.0,0.025334486737847328
0.0,0.02471517026424408
0.0,0.023545775562524796
0.0,0.023022089153528214
0.0,0.022516030818223953
0.0,0.022000599652528763
0.0,0.021045515313744545
0.0,0.020671062171459198
0.0,0.020316844806075096
0.0,0.020098291337490082
0.0,0.019573403522372246
0.0,0.019437897950410843
0.0,0.01918439194560051
0.0,0.019091051071882248
0.0,0.01896166056394577
0.0,0.01886766217648983
0.0,0.01884746365249157
0.0,0.018864745274186134
0.0,0.018881289288401604
0.0,0.01894635148346424
0.0,0.019135020673274994
0.0,0.0192212276160717
0.0,0.019510164856910706
0.0,0.019958127290010452
0.0,0.020155053585767746
0.0,0.020368756726384163
0.0,0.02059008553624153
0.0,0.020806824788451195
0.0,0.021240266039967537
0.0,0.021793929859995842
0.0,0.022680042311549187
0.0,0.023153888061642647
0.0,0.024160055443644524
0.0,0.02477751299738884
0.0,0.02619055286049843
0.06836885213851929,0.02707778476178646
0.07515062391757965,0.02792963571846485
0.08188779652118683,0.02973674051463604
0.09523817896842957,0.03067958913743496
0.10621563345193863,0.031659599393606186
0.12145646661520004,0.03381344676017761
0.1341785043478012,0.034960757941007614
0.13614873588085175,0.03612741455435753
0.13380125164985657,0.03728032484650612
0.13155430555343628,0.03838972747325897
0.13376307487487793,0.039461176842451096
0.12728634476661682,0.04052244871854782
0.1253211796283722,0.041511449962854385
0.12344185262918472,0.04246358945965767
0.12164505571126938,0.044263146817684174
0.11822612583637238,0.04511205852031708
0.11230210214853287,0.04593021795153618
0.10650929063558578,0.046653617173433304
0.1008414775133133,0.04731786623597145
0.09093475341796875,0.0479571595788002
0.08556254208087921,0.0485091432929039
0.07593914121389389,0.048944249749183655
0.0664786696434021,0.04936302453279495
0.06153339892625809,0.04999782145023346
0.04754673317074776,0.05018610507249832
0.04291759058833122,0.05036645010113716
0.03836313262581825,0.0506136529147625
0.029466282576322556,0.05068339407444
0.016399947926402092,0.05065539479255676
0.0,0.05028488114476204
0.0,0.04940492659807205
0.0,0.04881487041711807
0.0,0.04769927263259888
0.0,0.04647538438439369
0.0,0.045057959854602814
0.0,0.043553441762924194
0.0,0.042731139808893204
0.0,0.04190734028816223
0.0,0.0401916466653347
0.0,0.03933246433734894
0.0,0.038505952805280685
0.0,0.03687769174575806
0.0,0.03536901995539665
0.0,0.03468344360589981
0.0,0.03406187891960144
0.0,0.032689858227968216
0.0,0.03166832774877548
0.0,0.0308433435857296
0.0,0.03007418103516102
0.0,0.029709728434681892
0.0,0.029359620064496994
0.0,0.028692910447716713
0.0,0.028041720390319824
0.0,0.027464359998703003
0.0,0.027150264009833336
0.0,0.027077319100499153
0.0,0.026977287605404854
0.0,0.026941481977701187
0.0,0.02709014154970646
0.0,0.02723630517721176
0.0,0.02741646021604538
0.0,0.027585651725530624
0.0,0.027778783813118935
0.0,0.027993742376565933
0.0,0.028267882764339447
0.0,0.028935976326465607
0.0,0.02945966087281704
0.0,0.029671747237443924
0.0,0.030002973973751068
0.0,0.030887212604284286
0.0,0.03136345371603966
0.0,0.03182397782802582
0.033604901283979416,0.03229504078626633
0.0411984920501709,0.03278788551688194
0.04435552656650543,0.03386665880680084
0.05928792804479599,0.03445373848080635
0.06664884090423584,0.03508458659052849
0.06958475708961487,0.03643301501870155
0.08404967933893204,0.037180330604314804
0.0825076699256897,0.037932660430669785
0.08538999408483505,0.03865467756986618
0.08827470242977142,0.03938216343522072
0.08680310845375061,0.04082268476486206
0.08834606409072876,0.04153279960155487
0.08699991554021835,0.042217325419187546
0.09007184952497482,0.0435432568192482
0.10910096764564514,0.04508579149842262
0.10622891038656235,0.04583063721656799
0.10924886912107468,0.04654711112380028
0.11226977407932281,0.04726957529783249
0.11093297600746155,0.04799751937389374
0.10529924184083939,0.04934251308441162
0.09432701766490936,0.05049196630716324
0.07520350813865662,0.05130867287516594
0.06537266075611115,0.051631633192300797
0.06494900584220886,0.05190933868288994
0.06454848498106003,0.0521787591278553
0.0554521419107914,0.052437521517276764
0.042138926684856415,0.052706994116306305
0.033381350338459015,0.05272098258137703
0.01188170351088047,0.05252964049577713
0.0,0.05210166051983833
0.0,0.051486458629369736
0.0,0.05110315978527069
0.0,0.05069760978221893
0.0,0.04981040954589844
0.0,0.04822665452957153
0.0,0.04757841303944588
0.0,0.046163491904735565
0.0,0.045399609953165054
0.0,0.04453575983643532
0.0,0.043671850115060806
0.0,0.042775820940732956
0.0,0.04181663319468498
0.0,0.04082870855927467
0.0,0.03981338068842888
0.0,0.03877083584666252
0.0,0.03773515671491623
